"id","instrument_id","open","close","low","high","volume","open_interest","datetime","net_diff","obi_max","obi_min","amom_sum","wall_ask","wall_bid"
"1182","ru2609","17305","17320","17305","17320","959","205194","2026-04-23 13:42:00","-66","0.1959","-0.0163","28","[]","[]"
"1183","ru2609","17320","17325","17320","17335","1191","205251","2026-04-23 13:43:00","90","0.2147","-0.2043","-49","[]","[]"
"1184","ru2609","17320","17320","17315","17325","474","205344","2026-04-23 13:44:00","0","0.0556","-0.1369","-62","[]","[]"
"1185","ru2609","17320","17315","17310","17320","290","205326","2026-04-23 13:45:00","0","0.0602","-0.0843","-21","[]","[]"
"1186","ru2609","17310","17325","17310","17325","925","205283","2026-04-23 13:46:00","60","0.0841","-0.1304","61","[]","[]"
"1187","ru2609","17325","17325","17320","17325","756","205321","2026-04-23 13:47:00","-52","0.1259","-0.2778","32","[]","[]"
"1188","ru2609","17325","17350","17320","17350","1652","205647","2026-04-23 13:48:00","365","0.1911","-0.2498","283","[]","[]"
"1189","ru2609","17350","17350","17345","17355","1039","205591","2026-04-23 13:49:00","3","0.2583","-0.001","25","[]","[]"
"1190","ru2609","17350","17340","17340","17360","1141","205619","2026-04-23 13:50:00","-224","0.1969","-0.1672","-34","[]","[]"
"1191","ru2609","17340","17325","17315","17340","1212","205652","2026-04-23 13:51:00","62","0.2459","-0.1834","-160","[]","[]"
"1192","ru2609","17320","17315","17310","17320","746","205606","2026-04-23 13:52:00","-83","0.2353","-0.0108","19","[]","[]"
"1193","ru2609","17310","17310","17310","17320","690","205650","2026-04-23 13:53:00","5","0.1664","-0.1233","-88","[]","[]"
"1194","ru2609","17310","17305","17305","17315","311","205668","2026-04-23 13:54:00","-53","0.0516","-0.1042","0","[]","[]"
"1195","ru2609","17305","17310","17300","17315","918","205625","2026-04-23 13:55:00","-22","0.1298","-0.1498","20","[]","[]"
"1196","ru2609","17310","17295","17290","17315","1513","205667","2026-04-23 13:56:00","-150","0.2045","-0.2133","-168","[]","[]"
"1197","ru2609","17295","17300","17295","17310","690","205697","2026-04-23 13:57:00","0","0.0546","-0.2195","25","[]","[]"
"1198","ru2609","17300","17300","17295","17300","301","205702","2026-04-23 13:58:00","0","0.0357","-0.1789","30","[]","[]"
"1199","ru2609","17295","17300","17290","17300","739","205736","2026-04-23 13:59:00","0","0.2822","-0.1722","42","[]","[]"
"1200","ru2609","17300","17300","17295","17305","349","205871","2026-04-23 14:00:00","0","0.0537","-0.1031","46","[]","[]"
"1201","ru2609","17305","17305","17295","17305","667","205973","2026-04-23 14:01:00","31","0.1689","-0.0981","44","[]","[]"
"1202","ru2609","17300","17305","17300","17315","694","205853","2026-04-23 14:02:00","4","0.1951","-0.1336","-12","[]","[]"
"1203","ru2609","17305","17290","17285","17310","916","205826","2026-04-23 14:03:00","-120","0.2793","-0.0341","-48","[]","[]"
"1204","ru2609","17285","17290","17285","17295","365","205754","2026-04-23 14:04:00","-64","0.2479","0","0","[]","[]"
"1205","ru2609","17290","17305","17290","17305","580","205712","2026-04-23 14:05:00","112","0.2661","-0.0993","25","[]","[]"
"1206","ru2609","17305","17295","17290","17305","440","205714","2026-04-23 14:06:00","0","0.3415","-0.0517","0","[]","[]"
"1207","ru2609","17295","17295","17290","17300","236","205663","2026-04-23 14:07:00","0","0.2953","-0.1015","0","[]","[]"
"1208","ru2609","17295","17295","17290","17300","397","205626","2026-04-23 14:08:00","0","0.2968","-0.1219","0","[]","[]"
"1209","ru2609","17290","17295","17290","17300","310","205605","2026-04-23 14:09:00","0","0.2909","-0.0897","0","[]","[]"
"1210","ru2609","17295","17275","17270","17295","1088","205538","2026-04-23 14:10:00","-109","0.322","-0.0438","-135","[]","[]"
"1211","ru2609","17270","17285","17270","17285","673","205530","2026-04-23 14:11:00","129","0.2749","-0.0121","22","[]","[]"
"1212","ru2609","17285","17295","17285","17300","836","205503","2026-04-23 14:12:00","143","0.2605","-0.1336","63","[]","[]"
"1213","ru2609","17295","17300","17290","17300","880","205495","2026-04-23 14:13:00","-104","0.2766","-0.1591","-6","[]","[]"
"1214","ru2609","17300","17295","17295","17310","1217","205606","2026-04-23 14:14:00","-61","0.2855","-0.0995","13","[]","[]"
"1215","ru2609","17295","17285","17280","17300","1110","205825","2026-04-23 14:15:00","19","0.3085","-0.1124","-40","[]","[]"
"1216","ru2609","17285","17295","17280","17295","898","205932","2026-04-23 14:16:00","1","0.2914","-0.1109","-23","[]","[]"
"1217","ru2609","17295","17295","17290","17300","484","205934","2026-04-23 14:17:00","-65","0.2822","-0.1373","0","[]","[]"
"1218","ru2609","17295","17285","17280","17295","464","205847","2026-04-23 14:18:00","-55","0.3072","-0.1132","0","[]","[]"
"1219","ru2609","17280","17260","17260","17285","1481","205549","2026-04-23 14:19:00","-310","0.2917","-0.0052","-59","[]","[]"
"1220","ru2609","17255","17245","17225","17255","3691","205163","2026-04-23 14:20:00","-251","0.2167","-0.3516","-24","[]","[]"
"1221","ru2609","17245","17250","17235","17250","1385","205111","2026-04-23 14:21:00","-9","0.1971","-0.0982","-30","[]","[]"
"1222","ru2609","17250","17255","17245","17260","1450","205019","2026-04-23 14:22:00","-119","0.3313","-0.1497","35","[]","[]"
"1223","ru2609","17255","17255","17250","17265","569","205028","2026-04-23 14:23:00","0","0.2478","0","22","[]","[]"
"1224","ru2609","17255","17265","17255","17270","861","205129","2026-04-23 14:24:00","46","0.3187","0","-35","[]","[]"
"1225","ru2609","17265","17255","17245","17270","762","205345","2026-04-23 14:25:00","147","0.2962","0","-119","[]","[]"
"1226","ru2609","17255","17255","17250","17265","745","205255","2026-04-23 14:26:00","0","0.3052","0","0","[]","[]"
"1227","ru2609","17260","17255","17250","17260","475","205221","2026-04-23 14:27:00","0","0.3333","-0.0339","-25","[]","[]"
"1228","ru2609","17250","17235","17235","17250","1248","205282","2026-04-23 14:28:00","-365","0.2562","-0.1294","-72","[]","[]"
"1229","ru2609","17230","17235","17230","17245","877","205331","2026-04-23 14:29:00","-25","0.0456","-0.2224","32","[]","[]"
"1230","ru2609","17235","17235","17235","17245","565","205324","2026-04-23 14:30:00","-12","0.1162","-0.1299","0","[]","[]"
"1231","ru2609","17235","17180","17175","17235","5179","204614","2026-04-23 14:31:00","-999","0.3131","-0.3012","-292","[]","[]"
"1232","ru2609","17185","17185","17180","17200","2823","204468","2026-04-23 14:32:00","-173","0.2118","-0.1609","-103","[]","[]"
"1233","ru2609","17185","17150","17145","17190","4619","203987","2026-04-23 14:33:00","-400","0.2699","-0.3606","-128","[]","[]"
"1234","ru2609","17155","17160","17140","17160","2928","203782","2026-04-23 14:34:00","-366","0.1773","-0.2257","-21","[]","[]"
"1235","ru2609","17160","17175","17160","17175","2027","203663","2026-04-23 14:35:00","53","0.2106","-0.0884","-53","[]","[]"
"1236","ru2609","17175","17165","17160","17180","1533","203681","2026-04-23 14:36:00","76","0.2295","-0.0154","-49","[]","[]"
"1237","ru2609","17160","17175","17160","17180","1111","203664","2026-04-23 14:37:00","147","0.275","0","-64","[]","[]"
"1238","ru2609","17175","17190","17170","17190","1516","203553","2026-04-23 14:38:00","-20","0.2856","-0.0629","4","[]","[]"
"1239","ru2609","17190","17190","17185","17195","454","203441","2026-04-23 14:39:00","0","0.2017","-0.0695","0","[]","[]"
"1240","ru2609","17195","17190","17190","17195","603","203422","2026-04-23 14:40:00","4","0.176","-0.0723","46","[]","[]"
"1241","ru2609","17190","17170","17170","17195","807","203394","2026-04-23 14:41:00","-103","0.1475","-0.0692","-82","[]","[]"
"1242","ru2609","17170","17180","17170","17190","906","203335","2026-04-23 14:42:00","-59","0.1186","-0.1453","7","[]","[]"
"1243","ru2609","17180","17185","17180","17190","420","203336","2026-04-23 14:43:00","0","0.0479","-0.1642","-39","[]","[]"
"1244","ru2609","17185","17190","17185","17190","400","203305","2026-04-23 14:44:00","58","0","-0.2182","0","[]","[]"
"1245","ru2609","17185","17160","17155","17190","1388","203062","2026-04-23 14:45:00","-236","0.2778","-0.1979","-22","[]","[]"
"1246","ru2609","17155","17150","17135","17160","2614","202864","2026-04-23 14:46:00","-22","0.2093","-0.2231","-55","[]","[]"
"1247","ru2609","17155","17150","17145","17160","1382","202639","2026-04-23 14:47:00","-139","0.2163","-0.0688","0","[]","[]"
"1248","ru2609","17150","17150","17140","17150","777","202619","2026-04-23 14:48:00","0","0.194","-0.0033","-24","[]","[]"
"1249","ru2609","17150","17145","17140","17160","823","202516","2026-04-23 14:49:00","117","0.202","0","-17","[]","[]"
"1250","ru2609","17140","17140","17120","17145","2449","202168","2026-04-23 14:50:00","-281","0.251","-0.1321","32","[]","[]"
"1251","ru2609","17140","17120","17115","17145","2182","201981","2026-04-23 14:51:00","-389","0.3997","-0.0677","-143","[]","[]"
"1252","ru2609","17120","17110","17110","17135","2191","201677","2026-04-23 14:52:00","-88","0.4683","0","6","[]","[]"
"1253","ru2609","17110","17120","17100","17120","1968","201259","2026-04-23 14:53:00","120","0.4356","0","-14","[]","[]"
"1254","ru2609","17120","17130","17120","17135","844","201231","2026-04-23 14:54:00","41","0.3651","-0.0891","0","[]","[]"
"1255","ru2609","17130","17125","17115","17130","1237","200997","2026-04-23 14:55:00","168","0.3416","-0.1016","-31","[]","[]"
"1256","ru2609","17125","17130","17125","17140","1047","200843","2026-04-23 14:56:00","12","0.1707","-0.0743","21","[]","[]"
"1257","ru2609","17130","17120","17105","17130","1642","200442","2026-04-23 14:57:00","-43","0.4842","-0.062","-72","[]","[]"
"1258","ru2609","17115","17110","17110","17120","1036","200245","2026-04-23 14:58:00","54","0.4133","0","56","[]","[]"
"1259","ru2609","17110","17110","17105","17115","1338","199975","2026-04-23 14:59:00","-184","0.3556","0","38","[]","[]"
"1260","ru2609","17115","17120","17105","17120","2192","199237","2026-04-23 15:00:00","-49","0.3704","0","1","[]","[]"
"1261","ru2609","17170","17155","17125","17170","6732","199319","2026-04-23 21:01:00","197","0.5135","-0.6842","0","[]","[[17130.0, 304]]"
"1262","ru2609","17155","17135","17115","17155","4180","199580","2026-04-23 21:02:00","-541","0.2851","-0.3386","-96","[]","[]"
"1263","ru2609","17130","17185","17125","17190","4925","199367","2026-04-23 21:03:00","-13","0.4713","-0.2502","-14","[]","[]"
"1264","ru2609","17180","17205","17175","17210","3914","199730","2026-04-23 21:04:00","370","0.356","-0.2197","33","[]","[]"
"1265","ru2609","17200","17200","17190","17205","2869","199924","2026-04-23 21:05:00","-243","0.1055","-0.2599","-188","[]","[]"
"1266","ru2609","17200","17220","17200","17230","3000","200241","2026-04-23 21:06:00","17","0.1469","-0.14","140","[]","[]"
"1267","ru2609","17220","17225","17210","17235","2722","200526","2026-04-23 21:07:00","-113","0.0991","-0.3735","53","[]","[]"
"1268","ru2609","17225","17220","17215","17230","1589","200705","2026-04-23 21:08:00","-58","0.1651","-0.2036","-145","[]","[]"
"1269","ru2609","17220","17210","17205","17225","1970","200677","2026-04-23 21:09:00","-169","0.2076","-0.0838","-1","[]","[]"
"1270","ru2609","17215","17215","17205","17220","1441","200775","2026-04-23 21:10:00","-39","0.2205","0","77","[]","[]"
"1271","ru2609","17220","17210","17210","17220","990","200695","2026-04-23 21:11:00","4","0.2629","0","2","[]","[]"
"1272","ru2609","17215","17215","17200","17215","1472","200659","2026-04-23 21:12:00","8","0.2287","-0.0522","-4","[]","[]"
"1273","ru2609","17215","17205","17200","17220","1915","200800","2026-04-23 21:13:00","-451","0.2021","-0.1761","-108","[]","[]"
"1274","ru2609","17205","17200","17195","17205","1214","200779","2026-04-23 21:14:00","-80","0.1165","-0.1695","23","[]","[]"
"1275","ru2609","17200","17200","17195","17210","1287","200754","2026-04-23 21:15:00","-296","0.1347","-0.1576","135","[]","[]"
"1276","ru2609","17200","17195","17190","17205","1424","200591","2026-04-23 21:16:00","-47","0.1301","-0.18","32","[]","[]"
"1277","ru2609","17195","17205","17195","17210","735","200599","2026-04-23 21:17:00","-41","0.1751","-0.1016","27","[]","[]"
"1278","ru2609","17205","17210","17200","17215","898","200698","2026-04-23 21:18:00","136","0.2443","-0.0462","37","[]","[]"
"1279","ru2609","17210","17200","17195","17210","1103","200844","2026-04-23 21:19:00","-97","0.2636","-0.0032","-108","[]","[]"
"1280","ru2609","17200","17195","17190","17205","517","200801","2026-04-23 21:20:00","66","0.0862","-0.0662","16","[]","[]"
"1281","ru2609","17195","17190","17190","17200","726","200859","2026-04-23 21:21:00","-239","0.1071","-0.1229","-82","[]","[]"
"1282","ru2609","17190","17185","17175","17190","1673","200802","2026-04-23 21:22:00","176","0.0901","-0.2027","55","[]","[]"
"1283","ru2609","17185","17205","17185","17205","1226","200795","2026-04-23 21:23:00","-93","0.1907","-0.0587","105","[]","[]"
"1284","ru2609","17200","17200","17195","17210","714","200670","2026-04-23 21:24:00","-128","0.1441","-0.0901","28","[]","[]"
"1285","ru2609","17200","17215","17200","17220","2159","200827","2026-04-23 21:25:00","111","0.1629","-0.0772","171","[]","[]"
"1286","ru2609","17215","17235","17210","17235","2449","200796","2026-04-23 21:26:00","373","0.2233","-0.1575","-12","[]","[]"
"1287","ru2609","17230","17235","17230","17240","1474","200688","2026-04-23 21:27:00","-229","0.1544","-0.073","19","[]","[]"
"1288","ru2609","17235","17245","17230","17250","1733","200857","2026-04-23 21:28:00","391","0.1515","-0.1546","9","[]","[]"
"1289","ru2609","17245","17260","17245","17265","2347","201181","2026-04-23 21:29:00","138","0.0758","-0.1942","119","[]","[]"
"1290","ru2609","17260","17240","17235","17260","1337","201398","2026-04-23 21:30:00","-189","0","-0.2143","-155","[]","[]"
"1291","ru2609","17240","17240","17225","17245","1375","201275","2026-04-23 21:31:00","165","0.008","-0.3293","76","[]","[]"
"1292","ru2609","17240","17235","17235","17245","538","201269","2026-04-23 21:32:00","-189","0.0849","-0.1748","-59","[]","[]"
"1293","ru2609","17235","17245","17235","17250","881","201382","2026-04-23 21:33:00","-156","0.0969","-0.1524","70","[]","[]"
"1294","ru2609","17240","17235","17235","17245","353","201380","2026-04-23 21:34:00","-2","0.04","-0.0735","0","[]","[]"
"1295","ru2609","17235","17230","17230","17240","485","201367","2026-04-23 21:35:00","-57","0.0605","-0.1155","-37","[]","[]"
"1296","ru2609","17230","17235","17230","17235","421","201335","2026-04-23 21:36:00","66","0","-0.2056","-30","[]","[]"
"1297","ru2609","17235","17235","17235","17245","768","201279","2026-04-23 21:37:00","110","0.0857","-0.1787","-45","[]","[]"
"1298","ru2609","17235","17240","17230","17245","1003","201127","2026-04-23 21:38:00","28","0.1224","-0.0961","46","[]","[]"
"1299","ru2609","17240","17235","17235","17245","843","201191","2026-04-23 21:39:00","42","0.1841","-0.036","-27","[]","[]"
"1300","ru2609","17240","17235","17230","17240","541","201301","2026-04-23 21:40:00","-86","0.1435","-0.0392","-85","[]","[]"
"1301","ru2609","17235","17240","17230","17240","493","201222","2026-04-23 21:41:00","24","0.0974","-0.0711","-12","[]","[]"
"1302","ru2609","17235","17245","17235","17250","655","201184","2026-04-23 21:42:00","75","0.2273","0","30","[]","[]"
"1303","ru2609","17245","17245","17240","17250","434","201352","2026-04-23 21:43:00","-83","0.2299","0","-117","[]","[]"
"1304","ru2609","17240","17250","17240","17250","354","201348","2026-04-23 21:44:00","55","0.1616","-0.0421","0","[]","[]"
"1305","ru2609","17250","17235","17230","17250","909","201214","2026-04-23 21:45:00","-410","0.1867","-0.0584","-11","[]","[]"
"1306","ru2609","17235","17230","17220","17235","1179","201212","2026-04-23 21:46:00","4","0.1201","-0.2003","-79","[]","[]"
"1307","ru2609","17225","17230","17225","17235","817","201324","2026-04-23 21:47:00","31","0.0466","-0.2067","64","[]","[]"
"1308","ru2609","17230","17240","17230","17245","522","201334","2026-04-23 21:48:00","154","0.0548","-0.1475","21","[]","[]"
"1309","ru2609","17240","17240","17235","17245","626","201416","2026-04-23 21:49:00","13","0.0467","-0.158","-46","[]","[]"
"1310","ru2609","17240","17260","17240","17265","1886","201578","2026-04-23 21:50:00","175","0.0561","-0.2181","83","[]","[]"
"1311","ru2609","17260","17250","17245","17260","860","201750","2026-04-23 21:51:00","-126","0","-0.2506","14","[]","[]"
"1312","ru2609","17255","17255","17245","17255","591","201773","2026-04-23 21:52:00","52","0","-0.2159","91","[]","[]"
"1313","ru2609","17250","17255","17250","17275","1841","201809","2026-04-23 21:53:00","-217","0.0378","-0.1968","43","[]","[]"
"1314","ru2609","17255","17250","17245","17265","1003","201797","2026-04-23 21:54:00","-204","0.0937","-0.2273","-108","[]","[]"
"1315","ru2609","17250","17245","17245","17250","792","201719","2026-04-23 21:55:00","-233","0.1938","-0.151","16","[]","[]"
"1316","ru2609","17250","17245","17240","17250","351","201693","2026-04-23 21:56:00","-55","0.2079","-0.0764","0","[]","[]"
"1317","ru2609","17245","17245","17245","17250","563","201695","2026-04-23 21:57:00","-184","0.2565","-0.0764","41","[]","[]"
"1318","ru2609","17245","17240","17240","17250","318","201663","2026-04-23 21:58:00","0","0.2729","-0.0747","0","[]","[]"
"1319","ru2609","17245","17255","17240","17255","446","201667","2026-04-23 21:59:00","0","0.1839","-0.1256","69","[]","[]"
"1320","ru2609","17255","17260","17255","17265","651","201725","2026-04-23 22:00:00","164","0.0663","-0.1502","-21","[]","[]"
"1321","ru2609","17260","17260","17260","17265","900","201595","2026-04-23 22:01:00","-8","0.0672","-0.209","0","[]","[]"
"1322","ru2609","17260","17250","17250","17260","665","201463","2026-04-23 22:02:00","-68","0.0193","-0.201","-43","[]","[]"
"1323","ru2609","17250","17250","17245","17255","657","201480","2026-04-23 22:03:00","28","0.1064","-0.1843","16","[]","[]"
"1324","ru2609","17245","17240","17240","17250","405","201466","2026-04-23 22:04:00","67","0.1749","-0.1291","-38","[]","[]"
"1325","ru2609","17245","17240","17240","17245","585","201507","2026-04-23 22:05:00","258","0.2437","-0.0803","-32","[]","[]"
"1326","ru2609","17240","17235","17235","17245","846","201495","2026-04-23 22:06:00","46","0.2716","0","-129","[]","[]"
"1327","ru2609","17235","17250","17235","17255","765","201452","2026-04-23 22:07:00","15","0.2583","-0.0936","74","[]","[]"
"1328","ru2609","17255","17250","17250","17255","157","201455","2026-04-23 22:08:00","0","0.0564","-0.0184","0","[]","[]"
"1329","ru2609","17250","17240","17235","17255","716","201315","2026-04-23 22:09:00","-155","0.2357","-0.063","-28","[]","[]"
"1330","ru2609","17235","17230","17230","17245","1250","201036","2026-04-23 22:10:00","2","0.2927","0","34","[]","[]"
"1331","ru2609","17235","17230","17220","17235","1456","200840","2026-04-23 22:11:00","12","0.3067","0","47","[]","[]"
"1332","ru2609","17235","17225","17225","17235","440","200795","2026-04-23 22:12:00","-69","0.2658","0","-28","[]","[]"
"1333","ru2609","17225","17200","17200","17230","2295","200707","2026-04-23 22:13:00","-274","0.23","-0.2086","-156","[]","[]"
"1334","ru2609","17205","17210","17200","17215","955","200641","2026-04-23 22:14:00","67","0.1601","-0.0692","-40","[]","[]"
"1335","ru2609","17210","17195","17195","17210","847","200678","2026-04-23 22:15:00","-131","0.0741","-0.1129","-27","[]","[]"
"1336","ru2609","17200","17200","17195","17205","1218","200718","2026-04-23 22:16:00","73","0.1169","-0.0763","-23","[]","[]"
"1337","ru2609","17205","17210","17200","17210","462","200702","2026-04-23 22:17:00","-2","0.1972","-0.0604","41","[]","[]"
"1338","ru2609","17210","17215","17205","17220","493","200642","2026-04-23 22:18:00","172","0.2665","0","0","[]","[]"
"1339","ru2609","17215","17210","17210","17215","62","200614","2026-04-23 22:19:00","-45","0.2364","0","0","[]","[]"
"1340","ru2609","17215","17215","17210","17215","102","200612","2026-04-23 22:20:00","0","0.2357","0","0","[]","[]"
"1341","ru2609","17215","17195","17195","17215","548","200610","2026-04-23 22:21:00","-52","0.2092","-0.0153","-87","[]","[]"
"1342","ru2609","17195","17205","17195","17205","595","200618","2026-04-23 22:22:00","0","0.0884","-0.0889","44","[]","[]"
"1343","ru2609","17200","17195","17195","17200","779","200496","2026-04-23 22:23:00","-60","0.0658","-0.1645","-8","[]","[]"
"1344","ru2609","17190","17185","17180","17195","1004","200572","2026-04-23 22:24:00","57","0.0373","-0.2283","-159","[]","[]"
"1345","ru2609","17190","17205","17190","17205","810","200474","2026-04-23 22:25:00","14","0.2218","-0.0166","1","[]","[]"
"1346","ru2609","17205","17205","17200","17205","233","200516","2026-04-23 22:26:00","0","0.1796","0","10","[]","[]"
"1347","ru2609","17205","17210","17205","17210","543","200389","2026-04-23 22:27:00","-80","0.234","0","-25","[]","[]"
"1348","ru2609","17210","17200","17200","17210","420","200342","2026-04-23 22:28:00","37","0.127","-0.0095","0","[]","[]"
"1349","ru2609","17200","17210","17200","17215","535","200293","2026-04-23 22:29:00","-37","0.1664","-0.0455","17","[]","[]"
"1350","ru2609","17205","17215","17205","17215","300","200322","2026-04-23 22:30:00","-69","0.1091","-0.0759","-44","[]","[]"
"1351","ru2609","17215","17215","17210","17215","305","200309","2026-04-23 22:31:00","0","0.1631","-0.0157","0","[]","[]"
"1352","ru2609","17210","17225","17210","17230","1894","200614","2026-04-23 22:32:00","88","0.2452","-0.0317","-73","[]","[]"
"1353","ru2609","17230","17225","17220","17230","390","200568","2026-04-23 22:33:00","-83","0.2077","-0.0232","-7","[]","[]"
"1354","ru2609","17225","17220","17215","17230","731","200841","2026-04-23 22:34:00","85","0.1545","-0.119","-124","[]","[]"
"1355","ru2609","17215","17230","17215","17230","335","200740","2026-04-23 22:35:00","59","0","-0.21","1","[]","[]"
"1356","ru2609","17225","17225","17220","17230","394","200716","2026-04-23 22:36:00","-89","0.0762","-0.1081","12","[]","[]"
"1357","ru2609","17220","17225","17220","17230","263","200687","2026-04-23 22:37:00","80","0.0924","-0.1335","0","[]","[]"
"1358","ru2609","17225","17230","17225","17230","95","200662","2026-04-23 22:38:00","71","0.0651","-0.085","0","[]","[]"
"1359","ru2609","17225","17240","17225","17240","783","200546","2026-04-23 22:39:00","417","0.1722","-0.0473","0","[]","[]"
"1360","ru2609","17240","17230","17230","17240","323","200527","2026-04-23 22:40:00","-94","0.0996","-0.0685","0","[]","[]"
"1361","ru2609","17230","17225","17225","17235","167","200498","2026-04-23 22:41:00","0","0.0295","-0.1091","0","[]","[]"
"1362","ru2609","17225","17230","17220","17230","491","200386","2026-04-23 22:42:00","81","0.0881","-0.1659","-22","[]","[]"
"1363","ru2609","17225","17235","17225","17240","416","200418","2026-04-23 22:43:00","120","0.0793","-0.093","45","[]","[]"
"1364","ru2609","17235","17235","17230","17240","258","200443","2026-04-23 22:44:00","0","0.0688","-0.064","-32","[]","[]"
"1365","ru2609","17235","17235","17235","17240","53","200433","2026-04-23 22:45:00","0","0.0018","-0.0765","0","[]","[]"
"1366","ru2609","17235","17240","17235","17240","68","200422","2026-04-23 22:46:00","0","0","-0.1128","0","[]","[]"
"1367","ru2609","17235","17235","17235","17240","168","200362","2026-04-23 22:47:00","67","0","-0.1338","0","[]","[]"
"1368","ru2609","17240","17240","17230","17240","389","200382","2026-04-23 22:48:00","-63","0.0332","-0.1206","-60","[]","[]"
"1369","ru2609","17235","17225","17225","17235","192","200370","2026-04-23 22:49:00","-65","0.0332","-0.1789","0","[]","[]"
"1370","ru2609","17225","17225","17220","17230","307","200283","2026-04-23 22:50:00","-100","0","-0.1921","0","[]","[]"
"1371","ru2609","17225","17225","17220","17225","409","200224","2026-04-23 22:51:00","23","0","-0.1933","27","[]","[]"
"1372","ru2609","17225","17220","17220","17225","97","200191","2026-04-23 22:52:00","0","0","-0.108","0","[]","[]"
"1373","ru2609","17220","17220","17210","17225","569","200225","2026-04-23 22:53:00","59","0.0617","-0.1555","1","[]","[]"
"1374","ru2609","17225","17225","17220","17230","356","200141","2026-04-23 22:54:00","127","0.0607","-0.057","-30","[]","[]"
"1375","ru2609","17225","17220","17220","17225","260","200105","2026-04-23 22:55:00","55","0.0771","-0.1166","-27","[]","[]"
"1376","ru2609","17220","17220","17220","17230","353","199988","2026-04-23 22:56:00","-58","0.0401","-0.1103","0","[]","[]"
"1377","ru2609","17225","17215","17215","17225","400","199951","2026-04-23 22:57:00","0","0.0825","-0.189","17","[]","[]"
"1378","ru2609","17220","17220","17215","17220","355","199913","2026-04-23 22:58:00","74","0.1109","-0.0675","45","[]","[]"
"1379","ru2609","17225","17230","17225","17235","505","199822","2026-04-23 22:59:00","6","0.1891","-0.0145","16","[]","[]"
"1380","ru2609","17225","17225","17225","17235","626","199555","2026-04-23 23:00:00","69","0.0601","-0.2069","80","[]","[]"
"1381","ru2609","17250","17235","17230","17260","3136","199702","2026-04-24 09:01:00","-15","0.2343","-0.4978","-320","[]","[]"
"1382","ru2609","17235","17240","17220","17240","1628","199576","2026-04-24 09:02:00","-84","0.1233","-0.2395","-10","[]","[]"
"1383","ru2609","17240","17225","17225","17250","1680","199657","2026-04-24 09:03:00","-129","0.1451","-0.2536","-88","[]","[]"
"1384","ru2609","17230","17230","17225","17230","235","199644","2026-04-24 09:04:00","198","0.0628","-0.1431","0","[]","[]"
"1385","ru2609","17230","17235","17225","17235","636","199646","2026-04-24 09:05:00","-100","0.1342","-0.0448","78","[]","[]"
"1386","ru2609","17240","17240","17235","17250","1181","199719","2026-04-24 09:06:00","11","0.2205","-0.0738","-28","[]","[]"
"1387","ru2609","17240","17250","17240","17260","1682","199632","2026-04-24 09:07:00","-177","0.1354","-0.1726","72","[]","[]"
"1388","ru2609","17250","17265","17250","17275","2852","199794","2026-04-24 09:08:00","-224","0.1204","-0.1755","-139","[]","[]"
"1389","ru2609","17265","17260","17255","17265","960","199848","2026-04-24 09:09:00","-61","0.0185","-0.2415","-4","[]","[]"
"1390","ru2609","17255","17260","17255","17265","542","199822","2026-04-24 09:10:00","-6","0.0257","-0.2748","-18","[]","[]"
"1391","ru2609","17265","17250","17250","17265","562","199851","2026-04-24 09:11:00","-172","0.02","-0.1786","-22","[]","[]"
"1392","ru2609","17255","17245","17240","17255","844","199757","2026-04-24 09:12:00","0","0.1318","-0.1638","0","[]","[]"
"1393","ru2609","17245","17250","17240","17255","389","199784","2026-04-24 09:13:00","0","0.1369","-0.1156","-13","[]","[]"
"1394","ru2609","17245","17250","17240","17255","439","199799","2026-04-24 09:14:00","0","0.1554","-0.1278","49","[]","[]"
"1395","ru2609","17250","17265","17250","17265","954","200127","2026-04-24 09:15:00","76","0.0616","-0.2049","90","[]","[]"
"1396","ru2609","17265","17255","17255","17270","1708","200469","2026-04-24 09:16:00","-203","0.1","-0.2327","-139","[]","[]"
"1397","ru2609","17255","17240","17235","17255","917","200417","2026-04-24 09:17:00","-119","0.1997","-0.0651","-36","[]","[]"
"1398","ru2609","17240","17225","17220","17240","1191","200119","2026-04-24 09:18:00","161","0.1653","-0.1217","56","[]","[]"
"1399","ru2609","17230","17235","17220","17235","615","200074","2026-04-24 09:19:00","69","0.2524","-0.0326","-12","[]","[]"
"1400","ru2609","17235","17245","17235","17245","517","200014","2026-04-24 09:20:00","47","0.2456","-0.0526","14","[]","[]"
"1401","ru2609","17245","17230","17230","17245","584","200065","2026-04-24 09:21:00","0","0.1412","-0.0769","-78","[]","[]"
"1402","ru2609","17230","17225","17220","17230","652","200010","2026-04-24 09:22:00","-106","0.1611","-0.0758","-20","[]","[]"
"1403","ru2609","17220","17195","17195","17225","1726","200042","2026-04-24 09:23:00","-467","0.0857","-0.1993","-230","[]","[]"
"1404","ru2609","17195","17135","17135","17195","4952","199608","2026-04-24 09:24:00","-965","0.0527","-0.3589","72","[]","[]"
"1405","ru2609","17130","17130","17125","17150","3431","199255","2026-04-24 09:25:00","41","0.3039","-0.1657","-173","[]","[]"
"1406","ru2609","17130","17130","17115","17150","3228","199160","2026-04-24 09:26:00","-161","0.2133","-0.2186","-155","[]","[]"
"1407","ru2609","17135","17135","17125","17140","1715","199073","2026-04-24 09:27:00","96","0.3443","-0.1579","-7","[]","[[17100.0, 565]]"
